date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2016-11-15,Oil (olive) - Retail,L,oil and fats,27.66,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2016-12-15,Oil (olive) - Retail,L,oil and fats,27.31,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2017-01-15,Oil (olive) - Retail,L,oil and fats,26.8,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2017-02-15,Oil (olive) - Retail,L,oil and fats,27.12,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2017-03-15,Oil (olive) - Retail,L,oil and fats,28.39,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-01-15,Oil (olive) - Retail,L,oil and fats,29.9143,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-02-15,Oil (olive) - Retail,L,oil and fats,29.9067,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-03-15,Oil (olive) - Retail,L,oil and fats,30.425,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-04-15,Oil (olive) - Retail,L,oil and fats,29.8529,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-05-15,Oil (olive) - Retail,L,oil and fats,30.1416,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-06-15,Oil (olive) - Retail,L,oil and fats,29.8084,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-07-15,Oil (olive) - Retail,L,oil and fats,29.5064,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-08-15,Oil (olive) - Retail,L,oil and fats,30.3754,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2018-09-15,Oil (olive) - Retail,L,oil and fats,31.2389,TRY,Turkey,,0,National Average,1319,239,15,15,6,1319_239_15_15,
2013-05-15,Chickpeas - Retail,KG,pulses and nuts,6.1726,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2013-06-15,Chickpeas - Retail,KG,pulses and nuts,6.058,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2013-11-15,Chickpeas - Retail,KG,pulses and nuts,5.6435,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2013-12-15,Chickpeas - Retail,KG,pulses and nuts,5.7997,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-01-15,Chickpeas - Retail,KG,pulses and nuts,5.8407,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-02-15,Chickpeas - Retail,KG,pulses and nuts,5.8888,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-03-15,Chickpeas - Retail,KG,pulses and nuts,5.9053,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-05-15,Chickpeas - Retail,KG,pulses and nuts,5.918,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-06-15,Chickpeas - Retail,KG,pulses and nuts,5.8823,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-07-15,Chickpeas - Retail,KG,pulses and nuts,5.823,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-08-15,Chickpeas - Retail,KG,pulses and nuts,5.8664,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-09-15,Chickpeas - Retail,KG,pulses and nuts,5.9026,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-10-15,Chickpeas - Retail,KG,pulses and nuts,5.645,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-11-15,Chickpeas - Retail,KG,pulses and nuts,5.665,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2014-12-15,Chickpeas - Retail,KG,pulses and nuts,5.637,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-01-15,Chickpeas - Retail,KG,pulses and nuts,5.573,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-02-15,Chickpeas - Retail,KG,pulses and nuts,5.49,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-03-15,Chickpeas - Retail,KG,pulses and nuts,5.44,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-04-15,Chickpeas - Retail,KG,pulses and nuts,5.54,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-05-15,Chickpeas - Retail,KG,pulses and nuts,5.54,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-06-15,Chickpeas - Retail,KG,pulses and nuts,5.56,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-07-15,Chickpeas - Retail,KG,pulses and nuts,5.56,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-08-15,Chickpeas - Retail,KG,pulses and nuts,5.63,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-09-15,Chickpeas - Retail,KG,pulses and nuts,5.69,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-10-15,Chickpeas - Retail,KG,pulses and nuts,5.69,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-11-15,Chickpeas - Retail,KG,pulses and nuts,6.03,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2015-12-15,Chickpeas - Retail,KG,pulses and nuts,6.24,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-01-15,Chickpeas - Retail,KG,pulses and nuts,6.75,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-02-15,Chickpeas - Retail,KG,pulses and nuts,6.88,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-03-15,Chickpeas - Retail,KG,pulses and nuts,6.93,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-04-15,Chickpeas - Retail,KG,pulses and nuts,6.86,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-05-15,Chickpeas - Retail,KG,pulses and nuts,7.18,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-06-15,Chickpeas - Retail,KG,pulses and nuts,7.26,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-07-15,Chickpeas - Retail,KG,pulses and nuts,7.4,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-08-15,Chickpeas - Retail,KG,pulses and nuts,7.61,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-09-15,Chickpeas - Retail,KG,pulses and nuts,8.19,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-10-15,Chickpeas - Retail,KG,pulses and nuts,8.52,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-11-15,Chickpeas - Retail,KG,pulses and nuts,8.99,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2016-12-15,Chickpeas - Retail,KG,pulses and nuts,10.61,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2017-01-15,Chickpeas - Retail,KG,pulses and nuts,10.4,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2017-02-15,Chickpeas - Retail,KG,pulses and nuts,10.97,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2017-03-15,Chickpeas - Retail,KG,pulses and nuts,11.21,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-01-15,Chickpeas - Retail,KG,pulses and nuts,12.8685,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-02-15,Chickpeas - Retail,KG,pulses and nuts,12.5604,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-03-15,Chickpeas - Retail,KG,pulses and nuts,12.2886,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-04-15,Chickpeas - Retail,KG,pulses and nuts,12.1599,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-05-15,Chickpeas - Retail,KG,pulses and nuts,11.8331,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-06-15,Chickpeas - Retail,KG,pulses and nuts,11.6669,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-07-15,Chickpeas - Retail,KG,pulses and nuts,11.6179,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-08-15,Chickpeas - Retail,KG,pulses and nuts,11.2945,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2018-09-15,Chickpeas - Retail,KG,pulses and nuts,10.4993,TRY,Turkey,,0,National Average,1319,244,15,5,5,1319_244_15_5,
2013-05-15,Bananas - Retail,KG,vegetables and fruits,4.0779,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2013-06-15,Bananas - Retail,KG,vegetables and fruits,3.9736,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2013-11-15,Bananas - Retail,KG,vegetables and fruits,3.9922,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2013-12-15,Bananas - Retail,KG,vegetables and fruits,3.9652,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-01-15,Bananas - Retail,KG,vegetables and fruits,4.1107,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-02-15,Bananas - Retail,KG,vegetables and fruits,4.4884,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-03-15,Bananas - Retail,KG,vegetables and fruits,5.2952,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-05-15,Bananas - Retail,KG,vegetables and fruits,5.798,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-06-15,Bananas - Retail,KG,vegetables and fruits,5.2388,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-07-15,Bananas - Retail,KG,vegetables and fruits,5.0338,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-08-15,Bananas - Retail,KG,vegetables and fruits,5.0702,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-09-15,Bananas - Retail,KG,vegetables and fruits,5.103,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-10-15,Bananas - Retail,KG,vegetables and fruits,5.006,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-11-15,Bananas - Retail,KG,vegetables and fruits,4.847,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2014-12-15,Bananas - Retail,KG,vegetables and fruits,4.6,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-01-15,Bananas - Retail,KG,vegetables and fruits,4.556,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-02-15,Bananas - Retail,KG,vegetables and fruits,4.834,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-03-15,Bananas - Retail,KG,vegetables and fruits,5.276,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-04-15,Bananas - Retail,KG,vegetables and fruits,5.78,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-05-15,Bananas - Retail,KG,vegetables and fruits,5.88,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-06-15,Bananas - Retail,KG,vegetables and fruits,5.63,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-07-15,Bananas - Retail,KG,vegetables and fruits,5.52,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-08-15,Bananas - Retail,KG,vegetables and fruits,5.46,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-09-15,Bananas - Retail,KG,vegetables and fruits,5.59,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-10-15,Bananas - Retail,KG,vegetables and fruits,5.59,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-11-15,Bananas - Retail,KG,vegetables and fruits,5.23,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2015-12-15,Bananas - Retail,KG,vegetables and fruits,5.08,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-01-15,Bananas - Retail,KG,vegetables and fruits,5.24,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-02-15,Bananas - Retail,KG,vegetables and fruits,5.44,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-03-15,Bananas - Retail,KG,vegetables and fruits,5.92,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-04-15,Bananas - Retail,KG,vegetables and fruits,5.71,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-05-15,Bananas - Retail,KG,vegetables and fruits,6.67,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-06-15,Bananas - Retail,KG,vegetables and fruits,6.49,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-07-15,Bananas - Retail,KG,vegetables and fruits,6.41,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-08-15,Bananas - Retail,KG,vegetables and fruits,6.3,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-09-15,Bananas - Retail,KG,vegetables and fruits,6.33,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-10-15,Bananas - Retail,KG,vegetables and fruits,5.85,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-11-15,Bananas - Retail,KG,vegetables and fruits,5.18,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2016-12-15,Bananas - Retail,KG,vegetables and fruits,5.43,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2017-01-15,Bananas - Retail,KG,vegetables and fruits,5.42,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2017-02-15,Bananas - Retail,KG,vegetables and fruits,5.82,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2017-03-15,Bananas - Retail,KG,vegetables and fruits,6.79,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-01-15,Bananas - Retail,KG,vegetables and fruits,7.5499,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-02-15,Bananas - Retail,KG,vegetables and fruits,8.3387,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-03-15,Bananas - Retail,KG,vegetables and fruits,8.4879,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-04-15,Bananas - Retail,KG,vegetables and fruits,8.4077,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-05-15,Bananas - Retail,KG,vegetables and fruits,8.3665,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-06-15,Bananas - Retail,KG,vegetables and fruits,8.3848,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-07-15,Bananas - Retail,KG,vegetables and fruits,8.2199,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-08-15,Bananas - Retail,KG,vegetables and fruits,9.1566,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2018-09-15,Bananas - Retail,KG,vegetables and fruits,9.9863,TRY,Turkey,,0,National Average,1319,254,15,5,4,1319_254_15_5,
2013-05-15,Bulgur - Retail,KG,cereals and tubers,2.3898,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2013-06-15,Bulgur - Retail,KG,cereals and tubers,2.392,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2013-11-15,Bulgur - Retail,KG,cereals and tubers,2.4014,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2013-12-15,Bulgur - Retail,KG,cereals and tubers,2.4369,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-01-15,Bulgur - Retail,KG,cereals and tubers,2.4838,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-02-15,Bulgur - Retail,KG,cereals and tubers,2.5684,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-03-15,Bulgur - Retail,KG,cereals and tubers,2.5899,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-05-15,Bulgur - Retail,KG,cereals and tubers,2.6117,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-06-15,Bulgur - Retail,KG,cereals and tubers,2.6312,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-07-15,Bulgur - Retail,KG,cereals and tubers,2.608,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-08-15,Bulgur - Retail,KG,cereals and tubers,2.6413,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-09-15,Bulgur - Retail,KG,cereals and tubers,2.6614,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-10-15,Bulgur - Retail,KG,cereals and tubers,2.504,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-11-15,Bulgur - Retail,KG,cereals and tubers,2.597,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2014-12-15,Bulgur - Retail,KG,cereals and tubers,2.635,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-01-15,Bulgur - Retail,KG,cereals and tubers,2.689,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-02-15,Bulgur - Retail,KG,cereals and tubers,2.655,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-03-15,Bulgur - Retail,KG,cereals and tubers,2.662,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-04-15,Bulgur - Retail,KG,cereals and tubers,2.69,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-05-15,Bulgur - Retail,KG,cereals and tubers,2.73,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-06-15,Bulgur - Retail,KG,cereals and tubers,2.7,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-07-15,Bulgur - Retail,KG,cereals and tubers,2.7,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-08-15,Bulgur - Retail,KG,cereals and tubers,2.68,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-09-15,Bulgur - Retail,KG,cereals and tubers,2.67,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-10-15,Bulgur - Retail,KG,cereals and tubers,2.67,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-11-15,Bulgur - Retail,KG,cereals and tubers,2.66,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2015-12-15,Bulgur - Retail,KG,cereals and tubers,2.66,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-01-15,Bulgur - Retail,KG,cereals and tubers,2.76,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-02-15,Bulgur - Retail,KG,cereals and tubers,2.75,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-03-15,Bulgur - Retail,KG,cereals and tubers,2.76,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-04-15,Bulgur - Retail,KG,cereals and tubers,2.77,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-05-15,Bulgur - Retail,KG,cereals and tubers,2.81,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-06-15,Bulgur - Retail,KG,cereals and tubers,2.75,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-07-15,Bulgur - Retail,KG,cereals and tubers,2.77,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-08-15,Bulgur - Retail,KG,cereals and tubers,2.76,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-09-15,Bulgur - Retail,KG,cereals and tubers,2.76,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-10-15,Bulgur - Retail,KG,cereals and tubers,2.75,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-11-15,Bulgur - Retail,KG,cereals and tubers,2.68,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2016-12-15,Bulgur - Retail,KG,cereals and tubers,2.87,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2017-01-15,Bulgur - Retail,KG,cereals and tubers,2.75,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2017-02-15,Bulgur - Retail,KG,cereals and tubers,2.82,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2017-03-15,Bulgur - Retail,KG,cereals and tubers,2.89,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-01-15,Bulgur - Retail,KG,cereals and tubers,3.1957,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-02-15,Bulgur - Retail,KG,cereals and tubers,3.2064,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-03-15,Bulgur - Retail,KG,cereals and tubers,3.2121,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-04-15,Bulgur - Retail,KG,cereals and tubers,3.2002,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-05-15,Bulgur - Retail,KG,cereals and tubers,3.2017,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-06-15,Bulgur - Retail,KG,cereals and tubers,3.2132,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-07-15,Bulgur - Retail,KG,cereals and tubers,3.2811,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-08-15,Bulgur - Retail,KG,cereals and tubers,3.3359,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2018-09-15,Bulgur - Retail,KG,cereals and tubers,3.4683,TRY,Turkey,,0,National Average,1319,258,15,5,1,1319_258_15_5,
2013-05-15,Tea - Retail,KG,miscellaneous food,14.0201,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2013-06-15,Tea - Retail,KG,miscellaneous food,14.0003,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2013-11-15,Tea - Retail,KG,miscellaneous food,14.1921,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2013-12-15,Tea - Retail,KG,miscellaneous food,14.3991,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-01-15,Tea - Retail,KG,miscellaneous food,15.2072,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-02-15,Tea - Retail,KG,miscellaneous food,15.2738,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-03-15,Tea - Retail,KG,miscellaneous food,15.4159,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-05-15,Tea - Retail,KG,miscellaneous food,15.6114,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-06-15,Tea - Retail,KG,miscellaneous food,16.0797,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-07-15,Tea - Retail,KG,miscellaneous food,16.562,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-08-15,Tea - Retail,KG,miscellaneous food,16.8854,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-09-15,Tea - Retail,KG,miscellaneous food,17.132,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-10-15,Tea - Retail,KG,miscellaneous food,17.574,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-11-15,Tea - Retail,KG,miscellaneous food,17.952,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2014-12-15,Tea - Retail,KG,miscellaneous food,18.283,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-01-15,Tea - Retail,KG,miscellaneous food,18.318,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-02-15,Tea - Retail,KG,miscellaneous food,18.8,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-03-15,Tea - Retail,KG,miscellaneous food,19.171,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-04-15,Tea - Retail,KG,miscellaneous food,19.42,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-05-15,Tea - Retail,KG,miscellaneous food,19.53,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-06-15,Tea - Retail,KG,miscellaneous food,19.6,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-07-15,Tea - Retail,KG,miscellaneous food,19.63,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-08-15,Tea - Retail,KG,miscellaneous food,19.96,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-09-15,Tea - Retail,KG,miscellaneous food,20.67,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-10-15,Tea - Retail,KG,miscellaneous food,20.67,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-11-15,Tea - Retail,KG,miscellaneous food,21.26,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-12-15,Tea - Retail,KG,miscellaneous food,21.42,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-01-15,Tea - Retail,KG,miscellaneous food,21.67,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-02-15,Tea - Retail,KG,miscellaneous food,21.89,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-03-15,Tea - Retail,KG,miscellaneous food,22.08,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-04-15,Tea - Retail,KG,miscellaneous food,21.75,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-05-15,Tea - Retail,KG,miscellaneous food,22.58,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-06-15,Tea - Retail,KG,miscellaneous food,22.53,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
