date,cmname,unit,category,price,currency,country,admname,adm1id,mktname,mktid,cmid,ptid,umid,catid,sn,default
#date,#item+name,#item+unit,#item+type,#value,#currency,#country+name,#adm1+name,#adm1+code,#name+market,,#item+code,,,#item+type+code,#meta+id,
2016-07-15,Tea - Retail,KG,miscellaneous food,22.71,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-08-15,Tea - Retail,KG,miscellaneous food,22.88,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-09-15,Tea - Retail,KG,miscellaneous food,22.89,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-10-15,Tea - Retail,KG,miscellaneous food,22.76,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-11-15,Tea - Retail,KG,miscellaneous food,22.88,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2016-12-15,Tea - Retail,KG,miscellaneous food,23.83,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2017-01-15,Tea - Retail,KG,miscellaneous food,24.5,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2017-02-15,Tea - Retail,KG,miscellaneous food,25.03,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2017-03-15,Tea - Retail,KG,miscellaneous food,25.24,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-01-15,Tea - Retail,KG,miscellaneous food,26.9884,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-02-15,Tea - Retail,KG,miscellaneous food,27.0427,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-03-15,Tea - Retail,KG,miscellaneous food,26.9352,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-04-15,Tea - Retail,KG,miscellaneous food,26.9355,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-05-15,Tea - Retail,KG,miscellaneous food,26.9565,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-06-15,Tea - Retail,KG,miscellaneous food,27.2993,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-07-15,Tea - Retail,KG,miscellaneous food,27.9932,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-08-15,Tea - Retail,KG,miscellaneous food,28.2169,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2018-09-15,Tea - Retail,KG,miscellaneous food,28.4188,TRY,Turkey,,0,National Average,1319,281,15,5,7,1319_281_15_5,
2015-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.84,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.78,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.6,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.57,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.57,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.41,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2015-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.36,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.3,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.15,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.3,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.18,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.52,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.54,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.42,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.43,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.69,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-10-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.88,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-11-15,Fuel (petrol-gasoline) - Retail,L,non-food,4.88,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2016-12-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.13,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2017-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.36,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2017-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.39,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2017-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.24,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-01-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.689,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-02-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.6686,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-03-15,Fuel (petrol-gasoline) - Retail,L,non-food,5.7582,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-04-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.0494,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-05-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.2031,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-06-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.2833,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-07-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.2833,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-08-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.5957,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-09-15,Fuel (petrol-gasoline) - Retail,L,non-food,6.936,TRY,Turkey,,0,National Average,1319,285,15,15,8,1319_285_15_15,
2018-01-15,Transport (public) - Retail,Course,non-food,2.1867,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-02-15,Transport (public) - Retail,Course,non-food,2.1971,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-03-15,Transport (public) - Retail,Course,non-food,2.205,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-04-15,Transport (public) - Retail,Course,non-food,2.2064,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-05-15,Transport (public) - Retail,Course,non-food,2.2093,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-06-15,Transport (public) - Retail,Course,non-food,2.2107,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-07-15,Transport (public) - Retail,Course,non-food,2.2274,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-08-15,Transport (public) - Retail,Course,non-food,2.2466,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2018-09-15,Transport (public) - Retail,Course,non-food,2.2685,TRY,Turkey,,0,National Average,1319,304,15,55,8,1319_304_15_55,
2015-06-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.81,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-07-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.81,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-08-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.8,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-09-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.81,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-10-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.81,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-11-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.74,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-12-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.62,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-01-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.7,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-02-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.64,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-03-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.5,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-04-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.64,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-05-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.51,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-06-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.35,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-07-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.45,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-08-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.47,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-09-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.39,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-10-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.43,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-11-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.47,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2016-12-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.2,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2017-01-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.27,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2017-02-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.25,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2017-03-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.19,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-01-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.7439,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-02-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.7716,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-03-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.783,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-04-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.848,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-05-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.8127,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-06-15,Tomatoes (paste) - Retail,KG,miscellaneous food,5.8484,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-07-15,Tomatoes (paste) - Retail,KG,miscellaneous food,6.1225,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-08-15,Tomatoes (paste) - Retail,KG,miscellaneous food,7.6874,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2018-09-15,Tomatoes (paste) - Retail,KG,miscellaneous food,9.926,TRY,Turkey,,0,National Average,1319,317,15,5,7,1319_317_15_5,
2015-06-15,Fuel (gas) - Retail,12 KG,non-food,63.43,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-07-15,Fuel (gas) - Retail,12 KG,non-food,63.05,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-08-15,Fuel (gas) - Retail,12 KG,non-food,62.63,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-09-15,Fuel (gas) - Retail,12 KG,non-food,62.76,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-10-15,Fuel (gas) - Retail,12 KG,non-food,62.76,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-11-15,Fuel (gas) - Retail,12 KG,non-food,64.97,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2015-12-15,Fuel (gas) - Retail,12 KG,non-food,65.24,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-01-15,Fuel (gas) - Retail,12 KG,non-food,64.53,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-02-15,Fuel (gas) - Retail,12 KG,non-food,63.6,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-03-15,Fuel (gas) - Retail,12 KG,non-food,63.13,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-04-15,Fuel (gas) - Retail,12 KG,non-food,63.9,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-05-15,Fuel (gas) - Retail,12 KG,non-food,63.61,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-06-15,Fuel (gas) - Retail,12 KG,non-food,63.79,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-07-15,Fuel (gas) - Retail,12 KG,non-food,63.83,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-08-15,Fuel (gas) - Retail,12 KG,non-food,63.41,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-09-15,Fuel (gas) - Retail,12 KG,non-food,63.98,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-10-15,Fuel (gas) - Retail,12 KG,non-food,66.01,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-11-15,Fuel (gas) - Retail,12 KG,non-food,68.14,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2016-12-15,Fuel (gas) - Retail,12 KG,non-food,69.67,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2017-01-15,Fuel (gas) - Retail,12 KG,non-food,73.7,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2017-02-15,Fuel (gas) - Retail,12 KG,non-food,77.66,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2017-03-15,Fuel (gas) - Retail,12 KG,non-food,76.71,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-01-15,Fuel (gas) - Retail,12 KG,non-food,84.6936,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-02-15,Fuel (gas) - Retail,12 KG,non-food,83.5768,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-03-15,Fuel (gas) - Retail,12 KG,non-food,82.7488,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-04-15,Fuel (gas) - Retail,12 KG,non-food,83.6477,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-05-15,Fuel (gas) - Retail,12 KG,non-food,85.5273,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-06-15,Fuel (gas) - Retail,12 KG,non-food,86.4839,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-07-15,Fuel (gas) - Retail,12 KG,non-food,86.5415,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-08-15,Fuel (gas) - Retail,12 KG,non-food,89.7221,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-09-15,Fuel (gas) - Retail,12 KG,non-food,93.61,TRY,Turkey,,0,National Average,1319,341,15,90,8,1319_341_15_90,
2018-01-15,Apples - Retail,KG,vegetables and fruits,3.1225,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-02-15,Apples - Retail,KG,vegetables and fruits,3.2772,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-03-15,Apples - Retail,KG,vegetables and fruits,3.2975,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-04-15,Apples - Retail,KG,vegetables and fruits,3.542,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-05-15,Apples - Retail,KG,vegetables and fruits,3.8987,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-06-15,Apples - Retail,KG,vegetables and fruits,4.3855,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-07-15,Apples - Retail,KG,vegetables and fruits,4.4146,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-08-15,Apples - Retail,KG,vegetables and fruits,4.1824,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2018-09-15,Apples - Retail,KG,vegetables and fruits,3.7399,TRY,Turkey,,0,National Average,1319,345,15,5,4,1319_345_15_5,
2013-11-15,Oranges - Retail,KG,vegetables and fruits,5.952,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2013-12-15,Oranges - Retail,KG,vegetables and fruits,1.6324,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-01-15,Oranges - Retail,KG,vegetables and fruits,1.5142,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-02-15,Oranges - Retail,KG,vegetables and fruits,1.5374,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-03-15,Oranges - Retail,KG,vegetables and fruits,1.585,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-05-15,Oranges - Retail,KG,vegetables and fruits,1.6874,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-10-15,Oranges - Retail,KG,vegetables and fruits,2.331,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-11-15,Oranges - Retail,KG,vegetables and fruits,1.579,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2014-12-15,Oranges - Retail,KG,vegetables and fruits,1.181,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-01-15,Oranges - Retail,KG,vegetables and fruits,1.116,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-02-15,Oranges - Retail,KG,vegetables and fruits,1.189,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-03-15,Oranges - Retail,KG,vegetables and fruits,1.642,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-04-15,Oranges - Retail,KG,vegetables and fruits,2.27,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-05-15,Oranges - Retail,KG,vegetables and fruits,2.51,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-11-15,Oranges - Retail,KG,vegetables and fruits,1.95,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-12-15,Oranges - Retail,KG,vegetables and fruits,1.31,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-01-15,Oranges - Retail,KG,vegetables and fruits,1.22,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-02-15,Oranges - Retail,KG,vegetables and fruits,1.28,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-03-15,Oranges - Retail,KG,vegetables and fruits,1.51,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-04-15,Oranges - Retail,KG,vegetables and fruits,1.34,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-05-15,Oranges - Retail,KG,vegetables and fruits,1.74,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-10-15,Oranges - Retail,KG,vegetables and fruits,2.49,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-11-15,Oranges - Retail,KG,vegetables and fruits,1.75,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2016-12-15,Oranges - Retail,KG,vegetables and fruits,1.64,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2017-01-15,Oranges - Retail,KG,vegetables and fruits,1.33,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2017-02-15,Oranges - Retail,KG,vegetables and fruits,1.51,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2017-03-15,Oranges - Retail,KG,vegetables and fruits,2.05,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-01-15,Oranges - Retail,KG,vegetables and fruits,2.3053,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-02-15,Oranges - Retail,KG,vegetables and fruits,2.3458,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-03-15,Oranges - Retail,KG,vegetables and fruits,2.5381,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-04-15,Oranges - Retail,KG,vegetables and fruits,2.7795,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-05-15,Oranges - Retail,KG,vegetables and fruits,2.8916,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2018-06-15,Oranges - Retail,KG,vegetables and fruits,3.3233,TRY,Turkey,,0,National Average,1319,360,15,5,4,1319_360_15_5,
2015-06-15,Yogurt - Retail,KG,milk and dairy,4.0,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-07-15,Yogurt - Retail,KG,milk and dairy,3.97,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-08-15,Yogurt - Retail,KG,milk and dairy,4.01,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-09-15,Yogurt - Retail,KG,milk and dairy,3.98,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-10-15,Yogurt - Retail,KG,milk and dairy,3.98,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-11-15,Yogurt - Retail,KG,milk and dairy,3.96,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2015-12-15,Yogurt - Retail,KG,milk and dairy,3.99,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-01-15,Yogurt - Retail,KG,milk and dairy,4.01,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-02-15,Yogurt - Retail,KG,milk and dairy,4.02,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-03-15,Yogurt - Retail,KG,milk and dairy,3.98,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-04-15,Yogurt - Retail,KG,milk and dairy,3.98,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-05-15,Yogurt - Retail,KG,milk and dairy,3.96,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-06-15,Yogurt - Retail,KG,milk and dairy,3.91,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-07-15,Yogurt - Retail,KG,milk and dairy,3.89,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-08-15,Yogurt - Retail,KG,milk and dairy,3.87,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-09-15,Yogurt - Retail,KG,milk and dairy,3.85,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
2016-10-15,Yogurt - Retail,KG,milk and dairy,3.84,TRY,Turkey,,0,National Average,1319,364,15,5,3,1319_364_15_5,
